studyTitle,studyYear,studyJournal,studyVolume,studyPages,eventDate,eventYear,eventLocation.country,eventLocation.degreesLat,eventLocation.minutesLat,eventLocation.secondsLat,eventLocation.degreesLon,eventLocation.minutesLon,eventLocation.secondsLon,lat,long,vertebrateClass,speciesName,Egg,Larva,Juvenile,Adult,speciesAffectedType,populationType,screeningReason,numInvolved,totalAnimalsTested,totalAnimalsConfirmedInfected,totalAnimalsConfirmedDiseased,Isolation,EM,PCR,qPCR,Sequencing,genBankAccessionNumbers,ranaSpecies,Year,speciesGenus,Genus,Order,Family
Detection of ranavirus in Northeast Ohio's wetlands,2014,Herpetological Review,45,601-602,06/01/2011,2011,USA,41,18,8.964,-81,46,45.948,41.30249,-81.77943,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2011,Lithobates,Rana,Anura,Ranidae
Detection of ranavirus in Northeast Ohio's wetlands,2014,Herpetological Review,45,601-602,06/01/2011,2011,USA,41,34,48.252,-81,25,27.156,41.58007,-81.42421,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,routine,NA,3,2,NA,0,0,0,1,0,NA,NA,2011,Lithobates,Rana,Anura,Ranidae
Detection of ranavirus in Northeast Ohio's wetlands,2014,Herpetological Review,45,601-602,06/01/2012,2012,USA,41,34,48.252,-81,25,27.156,41.58007,-81.42421,amphibian,Lithobates clamitans,0,1,0,0,native,wild,routine,NA,6,6,NA,0,0,0,1,0,NA,NA,2012,Lithobates,Rana,Anura,Ranidae
Detection of ranavirus in Northeast Ohio's wetlands,2014,Herpetological Review,45,601-602,06/01/2012,2012,USA,41,34,48.252,-81,25,27.156,41.58007,-81.42421,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2012,Lithobates,Rana,Anura,Ranidae
Detection of ranavirus in Northeast Ohio's wetlands,2014,Herpetological Review,45,601-602,06/01/2011,2011,USA,41,34,47.64,-81,25,24.384,41.5799,-81.42344,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,routine,NA,4,2,NA,0,0,0,1,0,NA,NA,2011,Lithobates,Rana,Anura,Ranidae
Detection of ranavirus in Northeast Ohio's wetlands,2014,Herpetological Review,45,601-602,06/01/2011,2011,USA,41,26,9.744,-81,24,43.02,41.43604,-81.41195,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,routine,NA,1,0,NA,0,0,0,1,0,NA,NA,2011,Lithobates,Rana,Anura,Ranidae
Detection of ranavirus in Northeast Ohio's wetlands,2014,Herpetological Review,45,601-602,06/01/2012,2012,USA,41,33,46.692,-81,26,6.288,41.56297,-81.43508,amphibian,Lithobates catesbeianus,0,1,0,0,native,wild,routine,NA,7,6,NA,0,0,0,1,0,NA,NA,2012,Lithobates,Rana,Anura,Ranidae
Detection of ranavirus in Northeast Ohio's wetlands,2014,Herpetological Review,45,601-602,06/01/2012,2012,USA,41,33,46.692,-81,26,6.288,41.56297,-81.43508,amphibian,Lithobates palustris,0,1,0,0,native,wild,routine,NA,1,1,NA,0,0,0,1,0,NA,NA,2012,Lithobates,Rana,Anura,Ranidae
"Detection of Ranavirus in Ohio, USA",2013,Herpetological Review,44,615-618,06/21/2012,2012,USA,40,3,2.16,-83,41,39.48,40.0506,-83.6943,amphibian,Lithobates catesbeianus,0,1,0,0,native,wild,mortality,2_10,3,3,NA,0,0,0,1,0,NA,NA,2012,Lithobates,Rana,Anura,Ranidae
"Detection of Ranavirus in Ohio, USA",2013,Herpetological Review,44,615-618,06/21/2012,2012,USA,40,3,16.56,-83,41,23.28,40.0546,-83.6898,amphibian,Ambystoma maculatum,0,1,0,0,native,wild,mortality,2_10,4,0,NA,0,0,0,1,0,NA,FV3,2012,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Detection of Ranavirus in Ohio, USA",2013,Herpetological Review,44,615-618,06/21/2012,2012,USA,40,30,3.6,-83,41,40.2,40.501,-83.6945,amphibian,Ambystoma maculatum,0,1,0,0,native,wild,mortality,1,1,1,NA,0,0,0,1,0,NA,FV3,2012,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Detection of Ranavirus in Ohio, USA",2013,Herpetological Review,44,615-618,06/21/2012,2012,USA,40,30,3.6,-83,41,40.2,40.501,-83.6945,amphibian,Hyla versicolor,0,1,0,0,native,wild,mortality,2_10,5,0,NA,0,0,0,1,0,NA,FV3,2012,Hyla,Hyla,Anura,Hylidae
"Detection of Ranavirus in Ohio, USA",2013,Herpetological Review,44,615-618,06/21/2012,2012,USA,40,3,0.36,-83,41,40.2,40.0501,-83.6945,amphibian,Lithobates clamitans,0,1,0,0,native,wild,mortality,2_10,2,1,NA,0,0,0,1,0,NA,FV3,2012,Lithobates,Rana,Anura,Ranidae
"Detection of Ranavirus in Ohio, USA",2013,Herpetological Review,44,615-618,06/21/2012,2012,USA,40,3,21.6039268,-83,42,0.15380859,40.0560011,-83.700043,amphibian,Anaxyrus americanus,0,1,0,0,native,wild,mortality,1,1,0,NA,0,0,0,1,0,NA,FV3,2012,Anaxyrus,Anaxyrus,Anura,Bufonidae
Detection of ranavirus using bone marrow harvested from mortality events in eastern box turtles (Terrapene carolina carolina),2017,Journal of Zoo and Wildlife Medicine,48,1210-1214,09/01/2015,2015,USA,40,7,27.9984,-88,22,12,40.124444,-88.37,reptile,Terrapene carolina,0,0,0,0,native,wild,mortality,NA,87,12,NA,0,0,0,1,0,NA,NA,2015,Terrapene,Terrapene,Testudines,Emydidae
Detection of the emerging amphibian pathogens Batrachochytrium dendrobatidis and ranavirus in Russia,2014,Diseases of Aquatic Organisms,110,235-240,06/30/2011,2011,Russia,55,45,10.8,36,27,25.92,55.753,36.4572,amphibian,Bufo bufo,0,0,1,0,native,wild,mortality,NA,20,11,NA,0,0,1,1,1,NA,FV3,2011,Bufo,Bufo,Anura,Bufonidae
Detection of the emerging amphibian pathogens Batrachochytrium dendrobatidis and ranavirus in Russia,2014,Diseases of Aquatic Organisms,110,235-240,06/19/2011,2011,Russia,55,43,5.88,36,29,39.12,55.7183,36.4942,amphibian,Bufo bufo,0,0,1,0,native,wild,mortality,NA,35,16,NA,0,0,1,1,1,NA,FV3,2011,Bufo,Bufo,Anura,Bufonidae
Detection of the emerging amphibian pathogens Batrachochytrium dendrobatidis and ranavirus in Russia,2014,Diseases of Aquatic Organisms,110,235-240,06/19/2011,2011,Russia,55,43,5.88,36,29,39.12,55.7183,36.4942,amphibian,Bufo bufo,0,1,0,0,native,wild,mortality,NA,15,7,NA,0,0,1,1,1,NA,FV3,2011,Bufo,Bufo,Anura,Bufonidae
Effects of Agricultural Pollutants on Stress Hormones and Viral Infection in Larval Salamanders,2020,Wetlands,40,577-586,09/01/2013,2013,USA,43,49,19.596,-98,56,3.84,43.82211,-98.9344,amphibian,Ambystoma mavortium,0,1,0,0,native,wild,routine,NA,20,13,NA,0,0,0,1,0,NA,NA,2013,Ambystoma,Ambystoma,Urodela,Ambystomatidae
Effects of Agricultural Pollutants on Stress Hormones and Viral Infection in Larval Salamanders,2020,Wetlands,40,577-586,09/01/2014,2014,USA,43,49,19.596,-98,56,3.84,43.82211,-98.9344,amphibian,Ambystoma mavortium,0,1,0,0,native,wild,routine,NA,20,11,NA,0,0,0,1,0,NA,NA,2014,Ambystoma,Ambystoma,Urodela,Ambystomatidae
Effects of Agricultural Pollutants on Stress Hormones and Viral Infection in Larval Salamanders,2020,Wetlands,40,577-586,09/01/2013,2013,USA,43,40,38.316,-98,56,33.36,43.67731,-98.9426,amphibian,Ambystoma mavortium,0,1,0,0,native,wild,routine,NA,20,18,NA,0,0,0,1,0,NA,NA,2013,Ambystoma,Ambystoma,Urodela,Ambystomatidae
Effects of Agricultural Pollutants on Stress Hormones and Viral Infection in Larval Salamanders,2020,Wetlands,40,577-586,09/01/2014,2014,USA,43,40,38.316,-98,56,33.36,43.67731,-98.9426,amphibian,Ambystoma mavortium,0,1,0,0,native,wild,routine,NA,20,12,NA,0,0,0,1,0,NA,NA,2014,Ambystoma,Ambystoma,Urodela,Ambystomatidae
Effects of Agricultural Pollutants on Stress Hormones and Viral Infection in Larval Salamanders,2020,Wetlands,40,577-586,09/01/2013,2013,USA,43,40,44.436,-98,54,23.616,43.67901,-98.90656,amphibian,Ambystoma mavortium,0,1,0,0,native,wild,routine,NA,20,19,NA,0,0,0,1,0,NA,NA,2013,Ambystoma,Ambystoma,Urodela,Ambystomatidae
Effects of Agricultural Pollutants on Stress Hormones and Viral Infection in Larval Salamanders,2020,Wetlands,40,577-586,09/01/2014,2014,USA,43,40,44.436,-98,54,23.616,43.67901,-98.90656,amphibian,Ambystoma mavortium,0,1,0,0,native,wild,routine,NA,20,16,NA,0,0,0,1,0,NA,NA,2014,Ambystoma,Ambystoma,Urodela,Ambystomatidae
Effects of Agricultural Pollutants on Stress Hormones and Viral Infection in Larval Salamanders,2020,Wetlands,40,577-586,09/01/2013,2013,USA,43,42,28.332,-98,53,15.18,43.70787,-98.88755,amphibian,Ambystoma mavortium,0,1,0,0,native,wild,routine,NA,20,16,NA,0,0,0,1,0,NA,NA,2013,Ambystoma,Ambystoma,Urodela,Ambystomatidae
Effects of Agricultural Pollutants on Stress Hormones and Viral Infection in Larval Salamanders,2020,Wetlands,40,577-586,09/01/2014,2014,USA,43,42,28.332,-98,53,15.18,43.70787,-98.88755,amphibian,Ambystoma mavortium,0,1,0,0,native,wild,routine,NA,20,14,NA,0,0,0,1,0,NA,NA,2014,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootic haematopoietic necrosis, a new viral disease in redfin perch, Perca fluviatilis L., in Australia",1987,Journal of Fish Diseases,10,289-297,04/01/1985,1985,Australia,-37,26,53.0016,145,58,54.0012,-37.448056,145.981667,fish,Perca fluviatilis,1,1,1,1,introduced,wild,mortality,101_500,NA,NA,NA,1,0,0,0,0,NA,Other,1985,Perca,Perca,Perciformes,Percidae
"Epizootic haematopoietic necrosis, a new viral disease in redfin perch, Perca fluviatilis L., in Australia",1987,Journal of Fish Diseases,10,289-297,12/01/1985,1985,Australia,-37,6,45,147,3,45,-37.1125,147.0625,fish,Perca fluviatilis,0,0,0,0,introduced,wild,mortality,2_10,NA,NA,NA,1,0,0,0,0,NA,Other,1985,Perca,Perca,Perciformes,Percidae
"Epizootic haematopoietic necrosis, a new viral disease in redfin perch, Perca fluviatilis L., in Australia",1987,Journal of Fish Diseases,10,289-297,03/01/1986,1986,Australia,-37,53,48.9984,144,49,46.9992,-37.896944,144.829722,fish,Perca fluviatilis,0,0,0,1,introduced,wild,mortality,500_,NA,NA,NA,1,0,0,0,0,NA,Other,1986,Perca,Perca,Perciformes,Percidae
Epizootic mortalities in tilapia Oreochromis mossambicus,1997,Diseases of Aquatic Organisms,29,1--6,01/01/1997,1997,Australia,-20,34,42.6072,146,44,45.7476,-20.578502,146.746041,fish,Oreochromis mossambicus,0,0,1,0,introduced,wild,mortality,101_500,200,NA,NA,1,0,0,0,0,NA,NA,1997,Oreochromis,Oreochromis,Cichliformes,Cichlidae
Epizootic mortalities in tilapia Oreochromis mossambicus,1997,Diseases of Aquatic Organisms,29,1--6,01/01/1997,1997,Australia,-20,34,42.6072,146,44,45.7476,-20.578502,146.746041,fish,Oreochromis mossambicus,0,0,1,0,introduced,zoological,mortality,101_500,200,NA,NA,1,0,0,0,0,NA,NA,1997,Oreochromis,Oreochromis,Cichliformes,Cichlidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,08/01/1996,1996,USA,39,1,51.4128,-106,27,6.2496,39.030948,-106.45174,amphibian,Ambystoma tigrinum,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1996,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,05/01/1998,1998,USA,47,24,46.1196,-101,42,54.7488,47.412811,-101.71521,amphibian,Ambystoma tigrinum,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1998,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/1998,1998,USA,46,8,12.93,-95,30,35.6508,46.136925,-95.509903,amphibian,Lithobates septentrionalis,0,0,1,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1998,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/1998,1998,USA,46,8,12.93,-95,30,35.6508,46.136925,-95.509903,amphibian,Lithobates pipiens,0,0,1,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1998,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,07/01/1998,1998,USA,45,23,35.1168,-70,51,24.8904,45.393088,-70.856914,amphibian,Ambystoma maculatum,0,1,0,0,native,wild,mortality,51_100,1,1,NA,0,0,0,0,0,NA,NA,1998,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,09/01/1998,1998,USA,38,51,1.5876,-113,55,41.5128,38.850441,-113.9282,amphibian,Ambystoma tigrinum,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1998,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,07/01/1998,1998,USA,47,24,46.1196,-101,42,54.7488,47.412811,-101.71521,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1998,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,07/01/1999,1999,USA,45,23,35.1168,-70,51,24.8904,45.393088,-70.856914,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,mortality,11_50,1,1,NA,0,0,0,0,0,NA,NA,1999,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/1999,1999,USA,44,21,44.9748,-115,11,50.8272,44.362493,-115.19745,amphibian,Ambystoma tigrinum,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1999,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,07/01/1999,1999,USA,45,23,35.1168,-70,51,24.8904,45.393088,-70.856914,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1999,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/1999,1999,USA,35,57,49.5504,-87,37,31.89,35.963764,-87.625525,amphibian,Ambystoma maculatum,0,1,0,0,native,wild,mortality,51_100,1,1,NA,0,0,0,0,0,NA,NA,1999,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/1999,1999,USA,35,57,49.5504,-87,37,31.89,35.963764,-87.625525,amphibian,Lithobates palustris,0,1,0,0,native,wild,mortality,51_100,1,1,NA,0,0,0,0,0,NA,NA,1999,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,07/01/1999,1999,USA,43,40,29.8488,-72,25,30.4572,43.674958,-72.425127,amphibian,Lithobates palustris,0,0,1,0,native,wild,mortality,11_50,1,1,NA,0,0,0,0,0,NA,NA,1999,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,08/01/1999,1999,USA,42,21,59.4468,-73,47,36.5316,42.366513,-73.793481,amphibian,Lithobates catesbeianus,0,0,1,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1999,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,07/01/1999,1999,USA,42,50,51.7236,-108,37,32.5164,42.847701,-108.6257,amphibian,Ambystoma tigrinum,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,1999,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,04/01/2000,2000,USA,35,38,28.6152,-79,10,48.1728,35.641282,-79.180048,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,04/01/2000,2000,USA,35,38,28.6152,-79,10,48.1728,35.641282,-79.180048,amphibian,Lithobates catesbeianus,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,04/01/2000,2000,USA,35,38,28.6152,-79,10,48.1728,35.641282,-79.180048,amphibian,Ambystoma maculatum,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/2000,2000,USA,47,24,46.1196,-101,42,54.7488,47.412811,-101.71521,amphibian,Ambystoma tigrinum,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/2000,2000,USA,46,8,12.93,-95,30,35.6508,46.136925,-95.509903,amphibian,Lithobates septentrionalis,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/2000,2000,USA,46,8,12.93,-95,30,35.6508,46.136925,-95.509903,amphibian,Rana clamitans,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Rana,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/2000,2000,USA,46,8,12.93,-95,30,35.6508,46.136925,-95.509903,amphibian,Lithobates pipiens,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/2000,2000,USA,42,21,59.4468,-73,47,36.5316,42.366513,-73.793481,amphibian,Lithobates sylvaticus,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/2000,2000,USA,42,21,59.4468,-73,47,36.5316,42.366513,-73.793481,amphibian,Ambystoma maculatum,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Ambystoma,Ambystoma,Urodela,Ambystomatidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,07/01/2000,2000,USA,45,23,35.1168,-70,51,24.8904,45.393088,-70.856914,amphibian,Lithobates palustris,0,0,1,0,native,wild,mortality,51_100,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/2000,2000,USA,46,8,12.93,-95,30,35.6508,46.136925,-95.509903,amphibian,Lithobates septentrionalis,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,06/01/2000,2000,USA,45,23,35.1168,-70,51,24.8904,45.393088,-70.856914,amphibian,Pseudacris crucifer,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Pseudacris,Pseudacris,Anura,Hylidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,08/01/2000,2000,USA,45,23,35.1168,-70,51,24.8904,45.393088,-70.856914,amphibian,Rana clamitans,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Rana,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,08/01/2000,2000,USA,44,49,18.0552,-70,17,22.1712,44.821682,-70.289492,amphibian,Lithobates catesbeianus,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,08/01/2000,2000,USA,45,31,34.0428,-69,11,38.8644,45.526123,-69.194129,amphibian,Lithobates catesbeianus,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,08/01/2000,2000,USA,44,2,6.018,-71,28,40.7496,44.035005,-71.477986,amphibian,Lithobates catesbeianus,0,1,0,0,native,wild,mortality,101_500,1,1,NA,0,0,0,0,0,NA,NA,2000,Lithobates,Rana,Anura,Ranidae
"Epizootiology of sixty-four amphibian morbidity and mortality events in the USA, 1996-2001",2002,Annals of the New York Academy of Sciences,969,323-339,08/01/2000,2000,USA,44,21,44.9748,-115,11,50.8272,44.362493,-115.19745,amphibian,Ambystoma tigrinum,0,1,0,0,native,wild,mortality,51_100,1,1,NA,0,0,0,0,0,NA,NA,2000,Ambystoma,Ambystoma,Urodela,Ambystomatidae
